CODE_PRODUIT;CODE_ADHERENT;CODE_SITE;SURFACE_PREVISIONNELLE
CO0100;0000033291;D013;5
CO0100;0000033355;D032;16
CO0100;0000033369;D013;25
CO0100;0000033380;D512;13.98
CO0100;0000033810;D512;0.01
CO0100;0000033872;D013;30
CO0100;0000033963;D512;28.54
CO0100;0000033966;D512;22.79
CO0100;0000039887;D013;17
CO0100;0000041432;D013;17.12
CO0100;0000045311;D032;11.21
CO0100;0000050421;D512;51.15
CO0100;0000050463;D013;27.5
CO0100;0000064423;D012;6.6
CO0100;0000066815;D013;18.22
CO0100;0000076578;D512;13
CO0100;0000087087;D031;8.5
CO0100;0000088074;D013;8.97
CO0100;0000300090;D012;37
CO0100;0000300105;D013;17.42
CO0100;0000300182;D512;56.46
CO0100;0000301149;D512;7.4
CO0100;0000301217;D031;20
CO0100;0000301896;D512;2.85
CO0100;0000301916;D013;10
CO0100;0000302007;D013;7.3
CO0100;0000380697;D512;26.36
CO0100;0000382523;D512;43.57
CO0100;0000599033;D013;15.13
CO0100;0002037083;D001;22
CO0100;0000010182;D041;10
CO0100;0000023866;D041;4
CO0100;0000031760;D031;28.5
CO0100;0000033142;D041;10
CO0100;0000033268;D041;5
CO0100;0000033511;D041;28
CO0100;0000033520;D012;7
CO0100;0000033760;D031;12.6
CO0100;0000033934;D041;9
CO0100;0000034020;D041;5.04
CO0100;0000034021;D041;4
CO0100;0000034225;D033;7
CO0100;0000034313;D031;25
CO0100;0000034313;D508;25
CO0100;0000041463;D033;10
CO0100;0000042646;D033;2
CO0100;0000042647;D033;2
CO0100;0000046488;D031;43
CO0100;0000048701;D031;26.25
CO0100;0000056531;D041;4
CO0100;0000073333;D031;8
CO0100;0000085802;D041;14
CO0100;0000087545;D031;13
CO0100;0000097181;D033;16.5
CO0100;0000300095;D031;10
CO0100;0000300704;D031;8
CO0100;0000300737;D033;8
CO0100;0000301319;D031;34
CO0100;0000301388;D041;20
CO0100;0000302333;D031;7
CO0100;0000302446;D031;5
CO0100;0002036604;D012;4
CO0100;0002037226;D041;30
CO0100;0000008929;D049;9
CO0100;0000009863;D068;20.5
CO0100;0000012526;D049;13
CO0100;0000014863;D512;16
CO0100;0000018064;D068;16
CO0100;0000019404;D012;20
CO0100;0000019662;D074;13
CO0100;0000024908;D049;15
CO0100;0000033145;D068;20
CO0100;0000033458;D524;90
CO0100;0000033465;D068;9
CO0100;0000033516;D074;22
CO0100;0000033677;D074;30
CO0100;0000033947;D074;28
CO0100;0000034278;D038;15.5
CO0100;0000041435;D038;14
CO0100;0000042314;D049;14
CO0100;0000045471;D074;40
CO0100;0000045580;D049;33
CO0100;0000052046;D508;30
CO0100;0000053502;D038;6
CO0100;0000060466;D032;24.14
CO0100;0000087016;D049;120
CO0100;0000087748;D068;35
CO0100;0000088111;D049;25
CO0100;0000088113;D049;48
CO0100;0000088146;D508;26
CO0100;0000088698;D049;40
CO0100;0000299881;D068;12
CO0100;0000299939;D068;36
CO0100;0000299995;D074;6
CO0100;0000300021;D074;60
CO0100;0000301009;D049;9.95
CO0100;0000301881;D038;26
CO0100;0000302225;D038;35
CO0100;0000302461;D049;5
CO0100;0000302571;D507;110
CO0100;0000385860;D074;26
CO0100;0000386946;D507;12
CO0100;0002036512;D049;2
CO0100;0002036571;D049;18
CO0100;0000010825;D062;18
CO0100;0000033201;D018;10
CO0100;0000033281;D065;13
CO0100;0000033295;D011;17.5
CO0100;0000033374;D010;23
CO0100;0000033401;D026;14
CO0100;0000033435;D026;9.71
CO0100;0000033466;D011;26
CO0100;0000033493;D026;70
CO0100;0000033701;D026;29.98
CO0100;0000033751;D016;25
CO0100;0000033826;D016;5.5
CO0100;0000033832;D065;12
CO0100;0000033853;D015;40.46
CO0100;0000034561;D016;22.09
CO0100;0000041408;D015;20
CO0100;0000041408;D016;15
CO0100;0000045355;D011;18
CO0100;0000045902;D026;41
CO0100;0000046653;D011;31
CO0100;0000056547;D065;28
CO0100;0000059120;D015;24.11
CO0100;0000063720;D016;5.98
CO0100;0000066509;D016;5.88
CO0100;0000069825;D026;22
CO0100;0000073237;D026;1.54
CO0100;0000082013;D062;4
CO0100;0000087048;D016;41.45
CO0100;0000088905;D016;0.73
CO0100;0000090917;D010;9
CO0100;0000097556;D065;7.5
CO0100;0000098181;D015;21
CO0100;0000299924;D026;32
CO0100;0000300921;D026;15.11
CO0100;0000300962;D016;40
CO0100;0000301126;D508;25
CO0100;0000301376;D062;8.3
CO0100;0000301391;D016;13
CO0100;0000302004;D010;10
CO0100;0000302623;D010;14
CO0100;0000380542;D016;21
CO0100;0000381131;D016;9.5
CO0100;0000381614;D011;12
CO0100;0000382236;D026;26.5
CO0100;0000383813;D016;12
CO0100;0000384055;D010;20
CO0100;0000599078;D065;10
CO0100;0000002967;D508;38.1
CO0100;0000018990;D026;15
CO0100;0000030711;D508;25
CO0100;0000033025;D508;65.08
CO0100;0000033280;D026;96.936
CO0100;0000033443;D508;30
CO0100;0000033710;D026;38.96
CO0100;0000033900;D508;58
CO0100;0000033982;D026;48.79
CO0100;0000034204;D508;34.99
CO0100;0000040568;D513;26.84
CO0100;0000046506;D508;35
CO0100;0000054346;D026;48.887
CO0100;0000074019;D026;24.55
CO0100;0000090023;D508;39.16
CO0100;0000092760;D026;45.66
CO0100;0000299893;D026;29.73
CO0100;0000300929;D508;26.03
CO0100;0000302432;D026;17.44
CO0100;0000380665;D508;21
CO0100;0000380668;D508;17.17
CO0100;0000380671;D508;50
CO0100;0000380679;D508;10.43
CO0100;0000381636;D508;3
CO0100;0000381978;D508;7.19
CO0100;0000382290;D508;5
CO0100;0000382808;D508;48.38
CO0100;0000382813;D508;25.18
CO0100;0000382816;D508;65.39
CO0100;0000382819;D508;40.14
CO0100;0000384013;D508;11.25
CO0100;0000384032;D508;21
CO0100;0000385409;D508;13.52
CO0100;0000385850;D508;10
CO0100;0002036923;D508;9
CO0100;0000006335;D054;24
CO0100;0000033226;D052;47
CO0100;0000033335;D511;15
CO0100;0000033409;D044;17
CO0100;0000033767;D052;8
CO0100;0000045199;D044;53
CO0100;0000074756;D052;3.1
CO0100;0000300536;D054;28
CO0100;0000301372;D044;7
CO0100;0000301930;D054;44.01
CO0100;0000302633;D513;20.83
CO0100;0000380138;D044;5
CO0100;0000382151;D501;6.4
CO0100;0000385817;D514;6
CO0100;0000386305;D514;6
CO0100;0000599106;D513;41.27
CO0100;0000033041;D511;20
CO0100;0000045472;D066;3.8
CO0100;0000079736;D501;28
CO0100;0000300975;D074;6
CO0100;0000300975;D514;6.5
CO0100;0000301579;D514;6
CO0100;0000301640;D511;3
CO0100;0000301664;D511;21.5
CO0100;0000301672;D511;28
CO0100;0000302638;D514;65
CO0100;0000302639;D514;40
CO0100;0000383259;D514;6.93
CO0100;0000385726;D511;8
CO0313;0000300184;D509;3
CO0300;0000301858;D509;8
CO0313;0000301858;D509;4
CO0100;0000386003;D511;4
CO0100;0000386012;D511;5
CO0100;0000386309;D514;20
CO0100;0000386362;D514;58
CO0100;0000386363;D514;14.28
CO0100;0000386715;D514;10
CO0100;0000386859;D514;84.15
CO0100;0002037040;D511;13
CO0100;0000302659;D710;13
CO0100;0000366808;D710;27
CO0100;0000367004;D710;10
CO0100;0000367051;D710;4
CO0100;0000367238;D710;5
CO0100;0000367368;D710;60
CO0100;0000367395;D710;15
CO0100;0000367397;D710;22
CO0100;0000367417;D710;20
CO0100;0000367633;D710;13
CO0100;0000367635;D710;3
CO0100;0000367642;D710;15
CO0100;0000367874;D710;5
CO0100;0000368189;D710;5
CO0100;0000368222;D710;20
CO0100;0000368291;D710;12
CO0100;0000368367;D710;15
CO0100;0000368408;D710;8
CO0100;0000368418;D710;17
CO0100;0000368476;D710;13
CO0100;0000368536;D710;3
CO0100;0000368614;D710;3
CO0100;0000368719;D710;5
CO0100;0000368751;D710;5
CO0100;0000368769;D710;10
CO0100;0000368781;D710;8
CO0100;0000368808;D710;5
CO0100;0000368846;D710;12.32
CO0100;0000368919;D710;5
CO0100;0000369077;D710;7
CO0100;0000369159;D710;8
CO0100;0000369168;D710;5
CO0100;0002036609;D710;5
CO0100;0002037038;D710;10
CO0100;0002037152;D710;4
CO0100;0002037521;D710;10
CO0100;0000302498;D705;20
CO0100;0000363073;D705;10
CO0100;0000363109;D707;25
CO0100;0000363255;D707;10
CO0100;0000363440;D707;10
CO0100;0000363445;D707;8
CO0100;0000363460;D707;10
CO0100;0000363463;D707;10
CO0100;0000363610;D707;10
CO0100;0000363712;D707;15
CO0100;0000363870;D707;15
CO0100;0000364070;D707;40
CO0100;0000364151;D707;15
CO0100;0000364515;D707;12
CO0100;0000364563;D705;20
CO0100;0000364815;D707;10
CO0100;0000364868;D707;25
CO0100;0000365147;D707;8
CO0100;0002036950;D705;8
CO0100;0002037259;D707;50
CO0100;0000302412;D703;10
CO0100;0000302436;D700;15
CO0100;0000302532;D700;10
CO0100;0000362885;D700;30
CO0100;0000365309;D700;30
CO0100;0000365328;D700;3
CO0100;0000366876;D710;12.722
CO0100;0000366923;D703;11
CO0100;0000366929;D703;7
CO0100;0000367035;D703;10
CO0100;0000367207;D703;15
CO0100;0000367210;D703;8
CO0100;0000367257;D703;15
CO0100;0000367521;D703;20
CO0100;0000367524;D700;10
CO0100;0000367677;D702;20
CO0100;0000367876;D703;4
CO0100;0000367996;D706;5
CO0100;0000368188;D703;12
CO0100;0000368387;D703;10
CO0100;0000368394;D703;10
CO0100;0000368436;D700;7
CO0100;0000368522;D703;8
CO0100;0000368578;D703;5
CO0100;0000368738;D703;5
CO0100;0000368757;D703;10
CO0100;0000369026;D700;9
CO0100;0002037124;D703;10
CO0100;0002037143;D703;10
CO0100;0000301981;D707;6
CO0100;0000366144;D707;11.85
CO0100;0000366970;D742;20
CO0100;0000368126;D742;30
CO0100;0000368820;D742;10
CO0100;0000369069;D742;8
CO0133;0000301797;D606;3.018
CO0133;0000390604;D621;15.035
CO0133;0000391421;D621;6.653
CO0133;0000392162;D621;25.822
CO0133;0000301771;D608;20.717
CO0133;0000301791;D609;20.005
CO0133;0000302055;D608;25.918
CO0133;0000302284;D608;32.845
CO0133;0000390446;D608;9.418
CO0133;0000390446;D609;12.869
CO0133;0000391502;D608;51.216
CO0133;0000391536;D609;8.273
CO0133;0000391569;D609;39.07
CO0133;0000391592;D608;20.747
CO0133;0000393711;D608;19.868
CO0133;0000394858;D609;9.921
CO0133;0000394858;D611;12.942
CO0133;0000395159;D609;3.954
CO0133;0002036517;D608;18.011
CO0133;0000393793;D638;30.588
CO0133;0000383834;D602;46.111
CO0133;0000387904;D602;13.038
CO0133;0000392586;D602;30.687
CO0133;0000392661;D602;11.192
CO0133;0000393004;D602;26.36
CO0133;0002037051;D608;19.107
CO0133;0002037328;D602;32.517
CO0133;0000033434;D611;24.016
CO0133;0000033987;D611;21.231
CO0133;0000300687;D611;24.008
CO0133;0000300687;D614;13.29
CO0133;0000302094;D611;4.223
CO0133;0000391115;D611;14.887
CO0133;0000391416;D606;17.517
CO0133;0000391426;D606;25.7
CO0133;0000391442;D606;48.849
CO0133;0000392336;D611;11.653
CO0133;0000392713;D606;34.668
CO0133;0000393041;D517;19.692
CO0133;0000393041;D606;36.284
CO0133;0000394813;D606;74.963
CO0133;0000394844;D611;24
CO0133;0002037003;D611;17.164
CO0133;0002037135;D606;18.585
CO0133;0002037448;D611;20.52
CO0133;0000091331;D606;18.229
CO0133;0000381003;D517;23.856
CO0133;0000381173;D517;57.983
CO0133;0000392659;D603;16.392
CO0133;0000394173;D603;7.29
CO0133;0000017571;D613;17.344
CO0133;0000030489;D613;52.021
CO0133;0000033303;D613;21.042
CO0133;0000033467;D613;7.48
CO0133;0000033881;D613;28.274
CO0133;0000045303;D613;55.942
CO0133;0000392011;D613;19.755
CO0133;0000392697;D611;17.882
CO0133;0000392697;D613;32.368
CO0133;0000005333;D603;22.994
CO0133;0000033478;D603;16.265
CO0133;0000033527;D603;39.501
CO0133;0000033935;D603;74.192
CO0133;0000033983;D603;7.341
CO0133;0000033985;D603;35.523
CO0133;0000066316;D603;10.952
CO0133;0000087073;D603;5.643
CO0133;0000088062;D603;16.522
CO0133;0000302234;D614;17.569
CO0133;0000302576;D614;21.584
CO0133;0000382217;D614;23.604
CO0133;0000391204;D614;2.65
CO0133;0000391297;D613;25.354
CO0133;0000391297;D614;18.913
CO0133;0000391927;D603;21.886
CO0133;0000392573;D614;12.262
CO0133;0000394906;D614;59.58
CO0133;0000394935;D614;28.993
CO0133;0000302502;D613;27.88
CO0133;0000390228;D669;8.84
CO0133;0000395252;D669;7.68
CO0133;0002036932;D669;34.438
CO0133;0000033314;D613;81.104
CO0133;0000390583;D657;4.899
CO0133;0000391294;D657;14.52
CO0133;0000391687;D657;15.048
CO0133;0000391960;D657;58.037
CO0133;0000392028;D657;7.911
CO0133;0000392181;D657;104.348
CO0133;0000392508;D657;16.796
CO0133;0000392679;D657;19.53
CO0133;0000392763;D657;15.16
CO0133;0000392842;D657;27.42
CO0133;0000392856;D657;3.64
CO0133;0000392997;D657;11.56
CO0133;0000395394;D657;19.052
CO0152;0000391823;D641;14.477
CO0152;0000301327;D643;4.345
CO0152;0000301433;D643;9.483
CO0152;0000390061;D643;2.945
CO0152;0000390711;D643;8.857
CO0152;0000391258;D643;17.214
CO0152;0000391784;D643;5.411
CO0152;0000392196;D643;51.799
CO0152;0000392488;D643;12.136
CO0152;0000392529;D643;28.014
CO0152;0000392790;D643;29.059
CO0152;0000392797;D643;15.38
CO0152;0000392855;D643;12.341
CO0152;0000392969;D643;5.865
CO0152;0000393059;D643;10.236
CO0152;0000393731;D643;14.711
CO0152;0000394936;D643;13.632
CO0152;0000394958;D643;8.874
CO0152;0000395453;D643;8.626
CO0152;0000394772;D644;27.675
CO0152;0000390036;D620;19.337
CO0152;0000390443;D620;8.064
CO0152;0000391328;D610;54.195
CO0152;0000391802;D620;17.576
CO0152;0000391802;D681;27.218
CO0152;0000391848;D610;36.64
CO0152;0000392177;D610;26.959
CO0152;0000392242;D610;94.19
CO0152;0000392737;D610;15.433
CO0152;0000392753;D610;63.666
CO0152;0000392783;D620;22.822
CO0152;0000393457;D681;9.341
CO0152;0000394757;D610;48.763
CO0152;0000394767;D610;9.002
CO0152;0000394780;D610;89.349
CO0152;0000395001;D610;61.538
CO0152;0000395001;D674;22.557
CO0152;0002037524;D610;7.168
CO0152;0002037540;D610;24.026
CO0152;0000192329;D633;12.487
CO0152;0000301154;D631;22.431
CO0152;0000390073;D631;7.078
CO0152;0000390960;D633;10.135
CO0152;0000391218;D633;15.747
CO0152;0000391296;D633;29.53
CO0152;0000391672;D633;22.849
CO0152;0000391781;D633;14.996
CO0152;0000391896;D404;7.461
CO0152;0000391961;D631;26.082
CO0152;0000392053;D633;4.698
CO0152;0000392280;D633;22.583
CO0152;0000393322;D633;15.806
CO0152;0000393324;D633;9.226
CO0152;0000393610;D633;15.574
CO0152;0000394191;D631;9.018
CO0152;0000394266;D633;26.339
CO0152;0000394764;D633;22.558
CO0152;0000395409;D633;29.476
CO0152;0002037220;D633;19.639
CO0152;0000029295;D605;10.545
CO0152;0000034215;D605;2.819
CO0152;0000088043;D605;22.057
CO0152;0000300374;D605;9.638
CO0152;0000390681;D605;55.08
CO0152;0000391542;D605;11.164
CO0152;0000391753;D674;46.447
CO0152;0000392276;D605;7.058
CO0152;0000392601;D605;99.533
CO0152;0000394173;D605;77.795
CO0152;0000394395;D605;16.617
CO0152;0000394810;D605;20.109
CO0152;0000394966;D605;20.274
CO0152;0000395430;D605;44.818
CO0152;0000395430;D674;7.522
CO0152;0002037284;D605;40.501
CO0152;0000006003;D006;20.247
CO0152;0000017571;D605;16.82
CO0152;0000033467;D006;22.209
CO0152;0000045303;D006;4.644
CO0152;0000076863;D605;10.056
CO0152;0000299956;D006;35.614
CO0152;0000302271;D674;9.112
CO0152;0000391101;D674;27.44
CO0152;0000391737;D605;9.072
CO0152;0000391870;D674;4.87
CO0152;0000392615;D674;9.643
CO0152;0000392697;D605;8.888
CO0152;0000394482;D674;34.574
CO0152;0000301618;D666;2.72
CO0152;0000302254;D631;69.032
CO0152;0000394206;D666;38.375
CO0152;0000394322;D666;60.687
CO0152;0000394847;D674;30.46
CO0152;0000010541;D674;1.826
CO0152;0000033314;D664;31.607
CO0152;0000033314;D674;50.06
CO0152;0000301136;D674;78.023
CO0152;0000301594;D674;13.822
CO0152;0000301657;D674;5.572
CO0152;0000390143;D664;8.413
CO0152;0000390746;D662;40.856
CO0152;0000391178;D666;15.083
CO0152;0000391178;D674;66.43
CO0152;0000391180;D620;18.609
CO0152;0000391183;D620;46.934
CO0152;0000391270;D681;15.517
CO0152;0000391317;D674;15.038
CO0152;0000391511;D674;7.698
CO0152;0000391511;D681;21.534
CO0152;0000391715;D664;32.395
CO0152;0000391930;D662;8.892
CO0152;0000392166;D681;24.441
CO0152;0000392286;D620;30.293
CO0152;0000392518;D674;3.483
CO0152;0000392728;D664;5.342
CO0152;0000392932;D674;23.326
CO0152;0000392932;D681;17.126
CO0152;0000392951;D681;56.042
CO0152;0000393086;D662;11.42
CO0152;0000393306;D674;18.22
CO0152;0000393649;D674;16.998
CO0152;0000393911;D674;23.949
CO0152;0000394011;D664;21.243
CO0152;0000394011;D674;13.679
CO0152;0000394030;D674;30.539
CO0152;0002036917;D674;26.804
CO0152;0002037272;D674;15.791
CO0154;0000301654;D216;11.526
CO0154;0000301817;D216;8.004
CO0154;0000394864;D441;2.494
CO0154;0000392055;D617;32.176
CO0154;0000254878;D404;12.004
CO0154;0000391570;D633;18.265
CO0154;0000395409;D633;10.089
CO0154;0000017571;D613;8.066
CO0154;0000033881;D613;7.097
CO0154;0000033927;D613;5.683
CO0154;0000301200;D613;22.072
CO0154;0000392011;D613;6.93
CO0154;0000392697;D613;5.174
CO0154;0000046404;D007;15.965
CO0154;0000033314;D674;29.698
CO0154;0000392286;D662;11.817
CO0154;0000393086;D662;10.614
CO0154;0000394011;D674;21.468
CO0161;0000395030;D661;10
CO0161;0000302553;D666;30
CO0161;0000394831;D673;12
CO0161;0000301873;D026;30
CO0166;0000392590;D677;21.126
CO0166;0000301658;D708;9.234
CO0166;0000363521;D700;39.588
CO0166;0000300074;D632;19.42
CO0166;0000088046;D022;5.381
CO0166;0000300110;D013;18.577
CO0166;0000021055;D001;10.445
CO0166;0000097906;D013;30.981
CO0166;0000301217;D013;18.748
CO0166;0000034253;D031;47.39
CO0166;0000029465;D038;8.261
CO0166;0000301664;D511;10.301
CO0166;0000302638;D514;6.79
CO0166;0000365309;D700;7.3
CO0166;0000366876;D710;2.118
CO0166;0000369080;D700;2.927
CO0173;0000387928;D679;30.916
CO0173;0000392980;D679;100.073
CO0173;0000392648;D316;65.369
CO0173;0000301658;D708;5.337
CO0173;0000364125;D708;3.166
CO0173;0000364942;D700;15.288
CO0173;0000289474;D200;32.037
CO0173;0000301583;D200;12.859
CO0173;0000257437;D411;8.326
CO0173;0000301876;D212;8
CO0173;0000502492;D411;12
CO0173;0000504197;D212;10
CO0173;0002037310;D411;9.908
CO0173;0000245019;D411;6.5
CO0173;0000033840;D632;32.174
CO0173;0000090054;D632;32.659
CO0173;0000289628;D632;43.031
CO0173;0000243537;D419;18.065
CO0173;0000256927;D419;7.012
CO0173;0000436166;D490;26.931
CO0173;0000301022;D653;12.137
CO0173;0000391024;D642;19.741
CO0173;0000391899;D642;20.746
CO0173;0000392030;D653;34.512
CO0173;0000392161;D642;7
CO0173;0000392178;D653;33.021
CO0173;0000392720;D642;31.2
CO0173;0000393028;D653;3.355
CO0173;0000107132;D157;65
CO0173;0000287548;D405;50
CO0173;0000390090;D441;15
CO0173;0000301698;D649;9.82
CO0173;0000301895;D653;9.625
CO0173;0000392019;D649;11.671
CO0173;0000392023;D653;15.14
CO0173;0000392063;D649;3.595
CO0173;0000246867;D665;89.71
CO0173;0000301349;D642;10.946
CO0173;0000302120;D426;30
CO0173;0000390030;D651;9.81
CO0173;0000391214;D652;54.09
CO0173;0000391606;D651;11.02
CO0173;0000391676;D675;15
CO0173;0000391808;D651;20.95
CO0173;0000391951;D654;65.8
CO0173;0000391990;D651;3.052
CO0173;0000392036;D675;16.22
CO0173;0000392183;D651;25.68
CO0173;0000392199;D651;47.83
CO0173;0000392261;D405;16.58
CO0173;0000392487;D675;13
CO0173;0000392523;D651;15
CO0173;0000392626;D651;5.05
CO0173;0000392711;D092;10
CO0173;0000392727;D651;13.996
CO0173;0000392868;D675;20
CO0173;0000392896;D651;1.783
CO0173;0000392944;D672;11.445
CO0173;0000392960;D675;57.75
CO0173;0002037084;D651;8.056
CO0173;0000301503;D682;15.268
CO0173;0000302253;D661;32.382
CO0173;0000390109;D660;8.285
CO0173;0000390887;D637;16.867
CO0173;0000391567;D660;12.44
CO0173;0000391567;D661;2.7
CO0173;0000391681;D661;20.262
CO0173;0000391697;D661;20.933
CO0173;0000392186;D661;26.971
CO0173;0000393020;D661;13.193
CO0173;0000394962;D660;12.493
CO0173;0000394962;D671;8.7
CO0173;0000395297;D671;21.453
CO0173;0000395319;D682;11.231
CO0173;0002036750;D661;26.996
CO0173;0000301665;D402;14.262
CO0173;0000391218;D633;9.732
CO0173;0000391296;D633;50.918
CO0173;0000391672;D633;5.903
CO0173;0000392224;D633;11.88
CO0173;0000394191;D631;26.115
CO0173;0000077128;D007;43.712
CO0173;0000084419;D007;7.73
CO0175;0000391395;D628;37.508
CO0175;0000392592;D628;36.982
CO0175;0000301278;D638;12.389
CO0175;0000301600;D638;21.074
CO0175;0000391535;D638;4.94
CO0175;0000300166;D638;7.834
CO0175;0000393793;D638;19.387
CO0175;0000395140;D638;29.258
CO0175;0000387904;D602;11.988
CO0175;0000392553;D602;4.48
CO0175;0000392732;D602;39.327
CO0175;0000391426;D606;21.711
CO0175;0000391442;D606;24.704
CO0175;0000394813;D606;12.161
CO0175;0000395058;D611;2.718
CO0175;0000382727;D606;5.18
CO0175;0000391509;D606;5.785
CO0175;0000005333;D603;22.157
CO0175;0000033478;D603;20.937
CO0175;0000033725;D614;17.453
CO0175;0000033983;D603;21.62
CO0175;0000392573;D614;16.003
CO0178;0000192329;D633;10.129
CO0178;0000301331;D631;5.505
CO0178;0000390022;D633;23.731
CO0178;0000391672;D633;8.356
CO0178;0000391781;D633;24.429
CO0178;0000392224;D633;21.45
CO0178;0000394186;D633;11.917
CO0178;0000394191;D631;5.471
CO0182;0000387210;D053;113
CO0182;0000387612;D053;55
CO0182;0000391397;D616;26.037
CO0182;0000387094;D520;31.708
CO0182;0000301051;D316;29.813
CO0182;0000391320;D627;11.002
CO0182;0000391468;D628;10.301
CO0182;0000391510;D627;31.535
CO0182;0000392648;D638;40.833
CO0182;0000394691;D629;29.626
CO0182;0002036937;D628;5
CO0182;0000421109;D205;17
CO0182;0000458926;D111;13
CO0182;0000461388;D410;17.6
CO0182;0000504261;D200;3
CO0182;0000504298;D200;16
CO0182;0000391365;D632;7.935
CO0182;0000079346;D017;7.923
CO0182;0000146556;D411;30
CO0182;0000230139;D411;9.031
CO0182;0000276738;D411;13.728
CO0182;0000300717;D411;2.621
CO0182;0000301303;D411;18.855
CO0182;0000504110;D411;6.691
CO0182;0000504285;D411;4.498
CO0182;0000500766;D204;10.8
CO0182;0000504251;D204;3
CO0182;0000033821;D632;5.713
CO0182;0000055991;D632;9.7
CO0182;0000300074;D632;10.14
CO0182;0000302060;D632;3.871
CO0182;0000394722;D632;3.141
CO0182;0000124142;D440;25.756
CO0182;0000290805;D439;11.083
CO0182;0000301340;D439;15.17
CO0182;0000183298;D217;28.848
CO0182;0000299948;D456;17.445
CO0182;0002036992;D456;9.125
CO0182;0000390071;D641;8.045
CO0182;0000392236;D641;17.179
CO0182;0000392678;D641;10.753
CO0182;0002036756;D641;10.883
CO0182;0002036929;D642;2.896
CO0182;0000391488;D642;28.828
CO0182;0000392745;D653;24.882
CO0182;0000392861;D642;31.418
CO0182;0000113231;D426;19.597
CO0182;0000287086;D426;27.437
CO0182;0000117688;D456;12.29
CO0182;0000285777;D456;12.537
CO0182;0000299852;D116;21.546
CO0182;0000300055;D116;16.203
CO0182;0000300489;D456;15.11
CO0182;0000423001;D116;18.797
CO0182;0000429898;D116;22.791
CO0182;0000301311;D617;8.06
CO0182;0000391823;D641;8.958
CO0182;0000392254;D617;4
CO0182;0000390061;D643;22.598
CO0182;0000392790;D643;11.217
CO0182;0000392797;D643;13.272
CO0182;0000392808;D643;27.641
CO0182;0000392853;D643;8.756
CO0182;0000392855;D643;13.306
CO0182;0000392915;D643;38.739
CO0182;0000393037;D643;52.423
CO0182;0000394958;D643;38.029
CO0182;0000301698;D649;10.62
CO0182;0000391794;D656;6.959
CO0182;0000392019;D649;17.427
CO0182;0000392244;D649;8.543
CO0182;0000392514;D649;14.664
CO0182;0000246867;D665;20.019
CO0182;0000301048;D654;15.135
CO0182;0000390500;D675;8.776
CO0182;0000391990;D651;8.758
CO0182;0000392183;D651;12.239
CO0182;0000392199;D651;15.399
CO0182;0000392261;D405;11.627
CO0182;0000392515;D649;12.499
CO0182;0000392523;D651;8.866
CO0182;0000392626;D651;7.965
CO0182;0000392727;D651;7.426
CO0182;0000301834;D660;20.297
CO0182;0000391619;D660;12.252
CO0182;0000391632;D661;40.825
CO0182;0000392208;D660;7.206
CO0182;0000392273;D660;20.565
CO0182;0000392541;D637;56.426
CO0182;0000392647;D661;59.253
CO0182;0000392775;D671;10.045
CO0182;0000392835;D660;10.72
CO0182;0000392859;D660;24.35
CO0182;0000392859;D674;25.695
CO0182;0000392863;D660;3.498
CO0182;0000394833;D660;4.08
CO0182;0000394833;D661;11.528
CO0182;0000395410;D637;11.785
CO0182;0002037144;D682;13.48
CO0182;0000300961;D669;5.377
CO0182;0000390396;D667;23.952
CO0182;0000391669;D669;35.761
CO0182;0000392175;D669;22.467
CO0182;0000012382;D503;32.135
CO0182;0000012395;D503;31.54
CO0182;0000034079;D009;25.968
CO0182;0000081335;D014;61.523
CO0182;0000010182;D041;5
CO0182;0000033934;D041;3.755
CO0182;0000034225;D012;18.698
CO0182;0000034225;D033;14.44
CO0182;0000302333;D031;4.012
CO0182;0000033280;D002;6.414
CO0182;0000033982;D026;2.92
CO0182;0000034187;D513;128.419
CO0182;0000054346;D508;4.203
CO0182;0000087949;D002;17
CO0182;0000301257;D508;32.631
CO0182;0000380673;D508;25.62
CO0182;0000382813;D508;23.912
CO0182;0000382816;D508;4.977
CO0182;0000302639;D514;1.027
CO0182;0000386362;D514;5.364
CO0200;0000301184;D609;8.72
CO0200;0000390320;D627;20
CO0200;0000044604;D519;4.5
CO0200;0000045040;D003;3
CO0200;0000110891;D410;18.65
CO0200;0000193917;D110;5.77
CO0200;0000234562;D110;16.61
CO0200;0000282389;D410;7.85
CO0200;0000294569;D410;10
CO0200;0000300007;D410;9
CO0200;0000302236;D105;8
CO0200;0000302282;D205;3
CO0200;0000302620;D110;8.95
CO0200;0000456682;D410;4
CO0200;0000458178;D410;9
CO0200;0000458926;D110;15.8
CO0200;0000460057;D410;13.18
CO0200;0000461388;D410;17.6
CO0200;0000504239;D410;1.23
CO0200;0000599067;D017;4.83
CO0200;0002036643;D110;11.81
CO0200;0002037132;D226;8
CO0200;0002037207;D110;6
CO0200;0000160139;D410;5.75
CO0200;0000297407;D210;17
CO0200;0000301821;D107;11.36
CO0200;0000425443;D107;14.5
CO0200;0000500700;D107;18.83
CO0200;0002036942;D107;5.3
CO0200;0000295339;D200;9
CO0200;0000300942;D220;10
CO0200;0000301964;D220;20
CO0200;0000500518;D109;6.3
CO0200;0000503229;D126;11
CO0200;0000503579;D109;14.8
CO0200;0000006971;D077;23.72
CO0200;0000033318;D077;11
CO0200;0000033980;D077;10
CO0200;0000046314;D040;5
