CODE_PRODUIT;CODE_ADHERENT;CODE_SITE;SURFACE_PREVISIONNELLE
CO0601;0000050421;D512;11.22
CO0601;0000050463;D013;20
CO0601;0000066815;D013;37.14
CO0601;0000076578;D512;6.1
CO0601;0000087087;D031;20
CO0601;0000087087;D512;22.4
CO0601;0000095972;D013;15
CO0601;0000096596;D512;26.7
CO0601;0000300090;D012;31.62
CO0601;0000300105;D013;15.28
CO0601;0000300182;D038;20.06
CO0601;0000300879;D512;10
CO0601;0000301149;D512;35.77
CO0601;0000301217;D013;12
CO0601;0000301855;D013;2.71
CO0601;0000301896;D512;9.85
CO0601;0000301916;D013;20
CO0601;0000302007;D013;18
CO0601;0000380697;D512;51.74
CO0601;0000382523;D512;36.26
CO0601;0000384288;D013;28
CO0601;0000384761;D512;4.5
CO0601;0000384771;D512;26
CO0601;0000599033;D013;60.32
CO0601;0002037083;D001;43
CO0601;0002037083;D063;30
CO0601;0000007926;D031;19
CO0601;0000010182;D041;20
CO0601;0000019257;D031;13.31
CO0601;0000023866;D041;4
CO0601;0000030576;D031;29
CO0601;0000031760;D031;9.19
CO0601;0000033277;D031;54
CO0601;0000033310;D041;27
CO0601;0000033396;D033;16.5
CO0601;0000033451;D041;20
CO0601;0000033511;D041;2.4
CO0601;0000033520;D012;0.01
CO0601;0000033760;D031;3.18
CO0601;0000033934;D041;8.84
CO0601;0000034020;D041;11.87
CO0601;0000034021;D041;10
CO0601;0000034225;D012;30
CO0601;0000034253;D031;52
CO0601;0000034313;D031;12
CO0601;0000041463;D033;10
CO0601;0000042646;D033;4
CO0601;0000042647;D033;2
CO0601;0000046488;D031;10
CO0601;0000046488;D508;55
CO0601;0000047052;D041;16
CO0601;0000048701;D031;16
CO0601;0000052075;D041;7
CO0601;0000056531;D041;10
CO0601;0000056566;D031;15
CO0601;0000068271;D012;4
CO0601;0000073333;D031;15
CO0601;0000086082;D300;20
CO0601;0000300095;D031;7
CO0601;0000300704;D031;5
CO0601;0000300737;D033;8
CO0601;0000301319;D031;59.34
CO0601;0000301388;D041;3.85
CO0601;0000301710;D031;7
CO0601;0000302333;D031;15.39
CO0601;0000302446;D031;28
CO0601;0000505235;D065;20.71
CO0601;0002036604;D012;16
CO0601;0002037554;D033;20
CO0601;0000000095;D049;15
CO0601;0000008929;D049;12
CO0601;0000009863;D068;5
CO0601;0000012526;D049;10
CO0601;0000019662;D074;8
CO0601;0000024908;D049;28
CO0601;0000025185;D049;7
CO0601;0000033145;D068;17
CO0601;0000033165;D049;26
CO0601;0000033516;D074;72
CO0601;0000033947;D074;8
CO0601;0000041435;D049;28
CO0601;0000042314;D049;35
CO0601;0000045471;D074;34
CO0601;0000045580;D049;66
CO0601;0000053502;D038;1.5
CO0601;0000059567;D038;9
CO0601;0000060466;D032;10.9
CO0601;0000070805;D049;2.62
CO0601;0000070951;D511;11
CO0601;0000087008;D068;82
CO0601;0000087016;D049;27.22
CO0601;0000087594;D511;18
CO0601;0000088111;D049;51
CO0601;0000088113;D049;33.61
CO0601;0000088698;D049;48.58
CO0601;0000095107;D524;10
CO0601;0000299939;D068;51.5
CO0601;0000299995;D074;1
CO0601;0000300021;D074;8
CO0601;0000301009;D049;25.79
CO0601;0000302207;D074;10
CO0601;0000302461;D049;16
CO0601;0000302571;D507;91
CO0601;0000386946;D507;22
CO0601;0002036512;D049;10
CO0601;0002036571;D049;48
CO0601;0000010116;D065;20
CO0601;0000010825;D062;6
CO0601;0000017591;D016;7.17
CO0601;0000019340;D015;5.06
CO0601;0000021206;D026;9
CO0601;0000033201;D018;17
CO0601;0000033281;D065;13
CO0601;0000033295;D015;25
CO0601;0000033374;D010;40
CO0601;0000033401;D026;7
CO0601;0000033466;D011;40
CO0601;0000033493;D026;51
CO0601;0000033701;D026;11.95
CO0601;0000033718;D026;34.19
CO0601;0000033750;D062;24
CO0601;0000033751;D016;25
CO0601;0000033826;D016;8
CO0601;0000033832;D016;30
CO0601;0000033853;D015;11.54
CO0601;0000034181;D015;6.15
CO0601;0000034561;D016;37.47
CO0601;0000041408;D015;30
CO0601;0000041408;D016;45
CO0601;0000045902;D026;5
CO0601;0000046351;D026;32
CO0601;0000046653;D015;32
CO0601;0000047051;D010;7.05
CO0601;0000053105;D016;24
CO0601;0000056547;D065;14
CO0601;0000059120;D015;90.85
CO0601;0000063720;D016;16.58
CO0601;0000066350;D015;7
CO0601;0000066509;D016;15.4
CO0601;0000069825;D015;13
CO0601;0000073237;D026;1.97
CO0601;0000082013;D062;5
CO0601;0000087048;D016;17.62
CO0601;0000087059;D062;10
CO0601;0000088099;D015;35
CO0601;0000088143;D062;19.57
CO0601;0000090917;D010;10
CO0601;0000097556;D065;15.5
CO0601;0000299924;D026;20
CO0601;0000300882;D026;8
CO0601;0000300962;D016;51
CO0601;0000301126;D508;6
CO0601;0000301391;D031;18
CO0601;0000301845;D033;11.18
CO0601;0000301873;D026;50
CO0601;0000302132;D026;7.5
CO0601;0000302348;D087;3.59
CO0601;0000302584;D010;4.5
CO0601;0000302623;D010;20
CO0601;0000381131;D016;3.5
CO0601;0000382236;D026;5
CO0601;0000383558;D062;8
CO0601;0000383813;D015;62
CO0601;0000599078;D065;12
CO0601;0002036621;D062;4.5
CO0601;0000002967;D508;17.28
CO0601;0000018990;D031;10
CO0601;0000030711;D508;10
CO0601;0000033025;D508;4.13
CO0601;0000033443;D508;5
CO0601;0000033710;D026;17.19
CO0601;0000033982;D026;12.53
CO0601;0000034084;D508;25
CO0601;0000034187;D513;28.98
CO0601;0000034204;D508;6.61
CO0601;0000040568;D513;9.25
CO0601;0000045542;D508;37.65
CO0601;0000046506;D508;10
CO0601;0000054346;D026;36.92
CO0601;0000087949;D026;1.78
CO0601;0000090023;D508;3.06
CO0601;0000299893;D026;29.55
CO0601;0000300929;D508;13.88
CO0601;0000302432;D508;3.43
CO0601;0000380668;D508;14.12
CO0601;0000381978;D508;7.61
CO0601;0000382290;D508;1
CO0601;0000382808;D508;14.29
CO0601;0000382813;D508;54.07
CO0601;0000382819;D508;5.81
CO0601;0000384032;D508;60
CO0601;0000384034;D508;9.37
CO0601;0000385409;D508;32.72
CO0601;0002036923;D508;3.5
CO0601;0000033335;D511;5
CO0601;0000033409;D044;23
CO0601;0000045458;D044;20
CO0601;0000083412;D501;9
CO0601;0000300018;D214;7
CO0601;0000300521;D501;11
CO0601;0000381896;D501;2.5
CO0601;0000033438;D514;13.82
CO0601;0000045472;D066;30
CO0601;0000301640;D511;3.9
CO0601;0000301672;D511;7.5
CO0601;0000385915;D509;12.3
CO0601;0000302639;D514;20.72
CO0601;0000385688;D511;17.22
CO0700;0000385915;D509;16.5
CO0802;0000385915;D509;8
CO0601;0000386012;D511;17.5
CO0601;0000386309;D514;11.6
CO0601;0000386731;D514;8.67
CO0601;0000386859;D514;37.57
CO0601;0000367183;D710;14
CO0601;0000367385;D710;6
CO0601;0000367642;D710;5
CO0601;0000368476;D710;3
CO0601;0000368565;D710;5
CO0601;0002036610;D710;6
CO0601;0002037521;D710;14
CO0601;0000363255;D707;10
CO0601;0000363442;D707;4
CO0601;0000363445;D707;8
CO0601;0000363577;D707;7
CO0601;0000363578;D705;8
CO0601;0000363583;D726;20
CO0601;0000364070;D707;25
CO0601;0000364496;D707;7
CO0601;0000364560;D705;10
CO0601;0000365182;D705;20
CO0601;0000365183;D705;8
CO0601;0002036771;D707;5
CO0601;0002037259;D707;20
CO0601;0000365309;D700;20
CO0601;0000367035;D703;4
CO0601;0000367511;D700;20
CO0601;0000367521;D703;10
CO0601;0000367524;D700;5
CO0601;0000367996;D706;10
CO0601;0000368436;D700;2
CO0601;0000369026;D700;10
CO0601;0000709921;D003;70
CO0604;0000301894;D212;9
CO0604;0000026619;D013;20.82
CO0604;0000050463;D013;10
CO0604;0000018064;D068;36
CO0606;0000301327;D643;17.311
CO0606;0000391287;D643;14.444
CO0606;0000392790;D643;3.572
CO0606;0000392948;D643;7.498
CO0606;0000392969;D643;4.957
CO0606;0000393037;D643;8.945
CO0606;0000393204;D643;9.904
CO0606;0000393731;D643;5.62
CO0606;0000395453;D643;9.854
CO0607;0000301894;D212;6.602
CO0607;0000251783;D445;37.412
CO0607;0000253905;D445;30.074
CO0607;0000455089;D445;28.118
CO0607;0002036516;D445;7.872
CO0607;0000161087;D411;4.482
CO0607;0000199003;D411;38.811
CO0607;0000232464;D411;16.081
CO0607;0000276738;D411;20.017
CO0607;0000297275;D411;19.327
CO0607;0000300717;D411;22.997
CO0607;0000301303;D411;49.56
CO0607;0000301909;D411;5.161
CO0607;0002036594;D411;7.83
CO0607;0002037032;D411;24.323
CO0607;0002037310;D411;9.549
CO0607;0000300189;D112;15.516
CO0607;0000005333;D603;15.169
CO0612;0000102856;D216;14.645
CO0612;0000300661;D216;13.659
CO0612;0000301004;D216;13.358
CO0612;0000432560;D216;11.08
CO0612;0000463100;D216;2.808
CO0612;0000504166;D216;15.13
CO0612;0000504205;D216;28.493
CO0624;0000251004;D116;9.33
CO0624;0000290805;D439;10.074
CO0630;0000282367;D410;17.645
CO0630;0000295988;D410;15.32
CO0630;0000458926;D410;14.023
CO0630;0000277945;D411;12.005
CO0630;0000301303;D411;11.3
CO0630;0000504118;D411;22.9
CO0630;0000432560;D222;13.462
CO0630;0000504166;D216;8.9
CO0630;0000012382;D056;37.013
CO0700;0000071202;D021;30
CO0700;0000301607;D676;18.24
CO0700;0000301764;D628;5.05
CO0700;0000301797;D606;8.61
CO0700;0000301870;D606;28.77
CO0700;0000301878;D628;15.18
CO0700;0000301886;D676;14.54
CO0700;0000301994;D606;8.33
CO0700;0000302235;D616;22.97
CO0700;0000390604;D621;16.55
CO0700;0000391326;D676;101.63
CO0700;0000391348;D621;25.48
CO0700;0000391414;D628;7.25
CO0700;0000391421;D621;19.14
CO0700;0000391471;D628;53.6
CO0700;0000391762;D621;72.07
CO0700;0000391867;D621;38.44
CO0700;0000392153;D621;25.78
CO0700;0000392162;D621;9.67
CO0700;0000392325;D621;13.44
CO0700;0000392681;D628;10.5
CO0700;0000392723;D638;29.52
CO0700;0000393239;D606;5.75
CO0700;0000393361;D638;16.68
CO0700;0000393477;D628;26.5
CO0700;0000393614;D622;15.69
CO0700;0000393629;D676;78.12
CO0700;0000393706;D628;1.86
CO0700;0000394292;D676;5.63
CO0700;0000395114;D616;24.22
CO0700;0000395162;D676;29.48
CO0700;0000395429;D621;20.45
CO0700;0002037126;D628;29.8
CO0700;0000301184;D612;12.01
CO0700;0000301791;D626;5.07
CO0700;0000302055;D608;10
CO0700;0000302055;D612;13.12
CO0700;0000302284;D608;26.21
CO0700;0000302331;D612;30
CO0700;0000302331;D615;10.19
CO0700;0000390652;D609;10.26
CO0700;0000391238;D609;14.04
CO0700;0000391371;D609;44.54
CO0700;0000391380;D608;10
CO0700;0000391397;D608;16.52
CO0700;0000391397;D616;20
CO0700;0000391483;D602;10
CO0700;0000391483;D610;10
CO0700;0000391483;D612;30
CO0700;0000391502;D608;48.85
CO0700;0000391536;D609;18.91
CO0700;0000391569;D609;31.18
CO0700;0000391571;D612;12.54
CO0700;0000391592;D608;24.29
CO0700;0000391646;D615;23.52
CO0700;0000391680;D621;20.45
CO0700;0000391680;D626;40
CO0700;0000391886;D611;11.44
CO0700;0000392076;D608;19.89
CO0700;0000392079;D608;31.3
CO0700;0000392079;D609;30
CO0700;0000392079;D612;20
CO0700;0000392099;D609;17.95
CO0700;0000392131;D612;17.15
CO0700;0000392209;D612;10
CO0700;0000392379;D612;11.08
CO0700;0000392501;D609;23.11
CO0700;0000392588;D612;11.67
CO0700;0000392588;D615;15
CO0700;0000392632;D612;10
CO0700;0000392682;D609;40
CO0700;0000392685;D638;20
CO0700;0000393044;D609;15
CO0700;0000393261;D612;6.55
CO0700;0000393472;D608;10
CO0700;0000393711;D608;14
CO0700;0000394243;D609;14.07
CO0700;0000394533;D608;19.78
CO0700;0000394533;D616;8
CO0700;0000394754;D612;25.22
CO0700;0000394835;D300;39.24
CO0700;0000394858;D609;7.52
CO0700;0000394858;D611;20
CO0700;0000394915;D612;7
CO0700;0000395159;D609;9.42
CO0700;0002036517;D608;13.74
CO0700;0002037535;D612;25
CO0700;0000301278;D677;40
CO0700;0000301634;D677;20
CO0700;0000301780;D677;20
CO0700;0000302028;D677;30
CO0700;0000302601;D286;17.37
CO0700;0000390268;D677;20.99
CO0700;0000391372;D677;20
CO0700;0000391516;D677;10
CO0700;0000391535;D677;10
CO0700;0000391564;D628;13.01
CO0700;0000391566;D677;20
CO0700;0000391773;D676;50
CO0700;0000391866;D677;20
CO0700;0000392285;D676;40
CO0700;0000392590;D677;45.43
CO0700;0000393161;D639;27.45
CO0700;0000393297;D676;26.45
CO0700;0000393692;D677;12.22
CO0700;0000393908;D677;0.11
CO0700;0000394046;D677;19.99
CO0700;0000394497;D628;21.91
CO0700;0000394751;D676;35
CO0700;0000394905;D676;16.81
CO0700;0000394993;D676;9.64
CO0700;0002036725;D286;6.36
CO0700;0002037119;D639;17
CO0700;0000300006;D053;12
CO0700;0000300963;D520;50
CO0700;0000301226;D520;9.06
CO0700;0000301441;D520;11.01
CO0700;0000301649;D679;4.09
CO0700;0000383358;D520;12
CO0700;0000384642;D520;26.79
CO0700;0000387059;D602;16.52
CO0700;0000391459;D520;14
CO0700;0000016181;D053;18
CO0700;0000034344;D053;60
CO0700;0000034924;D022;35
CO0700;0000300498;D053;16
CO0700;0000302027;D053;10
CO0700;0000384733;D053;12
CO0700;0000387126;D053;9
CO0700;0000387472;D053;9.5
CO0700;0000387737;D053;10
CO0700;0000387928;D679;19.75
CO0700;0000390193;D639;7.22
CO0700;0000392634;D639;16.76
CO0700;0000392980;D679;26.14
CO0700;0000393496;D639;10.46
CO0700;0000393793;D679;10
CO0700;0002036888;D612;23.82
CO0700;0002037047;D626;1.88
CO0700;0000301263;D615;15
CO0700;0000301717;D602;9.02
CO0700;0000301717;D678;18
CO0700;0000301932;D616;4
CO0700;0000302352;D286;17.95
CO0700;0000383826;D624;10.6
CO0700;0000383834;D602;34.89
CO0700;0000387904;D616;16.58
CO0700;0000391213;D612;20
CO0700;0000391345;D615;12
CO0700;0000391415;D677;10
CO0700;0000391448;D602;17.8
CO0700;0000391936;D615;45
CO0700;0000392202;D602;30
CO0700;0000392552;D624;24.79
CO0700;0000392553;D624;9.5
CO0700;0000392558;D615;19.17
CO0700;0000392586;D602;21.83
CO0700;0000392593;D615;32.11
CO0700;0000392600;D615;15
CO0700;0000392978;D602;137.09
CO0700;0000394149;D602;10.53
CO0700;0000394551;D612;33.83
CO0700;0000394837;D602;35.48
CO0700;0002036978;D602;5
CO0700;0002037051;D608;18.95
CO0700;0002037328;D624;34.15
CO0700;0000301231;D700;36
CO0700;0000301471;D629;28.22
CO0700;0000301552;D629;20
CO0700;0000301924;D629;10.65
CO0700;0000302106;D628;25
CO0700;0000363482;D711;21
CO0700;0000363678;D702;10
CO0700;0000390477;D628;59.77
CO0700;0000391320;D627;20
CO0700;0000391373;D638;19.3
CO0700;0000391649;D628;10
CO0700;0000392157;D629;20
CO0700;0000392604;D628;13
CO0700;0000392670;D629;30
CO0700;0000392773;D639;12.5
CO0700;0000393947;D638;20
CO0700;0000394281;D627;10
CO0700;0000394422;D627;20
CO0700;0000394691;D638;48
CO0700;0000394809;D627;18.07
CO0700;0000394866;D678;30
CO0700;0000395131;D628;10
CO0700;0000032163;D525;26
CO0700;0000033183;D525;95.8
CO0700;0000033251;D525;24.87
CO0700;0000033547;D519;16.3
CO0700;0000034366;D054;7
CO0700;0000034366;D519;12.17
CO0700;0000044604;D519;20
CO0700;0000087566;D525;16
CO0700;0000091331;D606;9.29
CO0700;0000302608;D525;9.44
CO0700;0000381003;D517;13.18
CO0700;0000381173;D517;32.5
CO0700;0000381349;D517;28.49
CO0700;0000381364;D517;23.6
CO0700;0000383296;D519;27.86
CO0700;0000384451;D517;11.19
CO0700;0000385474;D519;26.06
CO0700;0002037076;D525;13
CO0700;0000302533;D708;2
CO0700;0000363825;D705;4.13
CO0700;0000363965;D705;15.97
CO0700;0000364089;D705;6
CO0700;0000364094;D705;6
CO0700;0000364808;D705;3.16
CO0700;0000365027;D705;4
CO0700;0000040443;D128;11
CO0700;0000300359;D087;14
CO0700;0000110891;D111;2.58
CO0700;0000142287;D111;12.65
CO0700;0000234562;D110;7.92
CO0700;0000282367;D411;13.93
CO0700;0000421109;D111;30
CO0700;0000456594;D111;6.5
CO0700;0000599067;D017;3.92
CO0700;0002037132;D226;6.5
CO0700;0000425443;D107;14.1
CO0700;0000233282;D220;12.96
CO0700;0000295339;D109;7
CO0700;0000299913;D200;5.8
CO0700;0000300942;D220;20
CO0700;0000301964;D220;15
CO0700;0000302099;D201;4
CO0700;0000302209;D220;5
CO0700;0000500374;D200;12.5
CO0700;0000500518;D109;9
CO0700;0000500810;D213;4.8
CO0700;0000501468;D220;12
CO0700;0000501863;D213;33
CO0700;0000503116;D204;18.33
CO0700;0000503579;D109;10.5
CO0700;0000503622;D200;16
CO0700;0000504117;D411;13.31
CO0700;0000504261;D200;20
CO0700;0000504298;D200;15.97
CO0700;0000504978;D220;8
CO0700;0000505984;D213;3.42
CO0700;0000006971;D008;31.27
CO0700;0000009764;D008;4
CO0700;0000033223;D008;7
CO0700;0000033812;D008;3
CO0700;0000033837;D008;11
CO0700;0000033863;D008;12
CO0700;0000033875;D008;16.41
CO0700;0000033980;D008;12.5
CO0700;0000034014;D008;7.81
CO0700;0000034183;D008;7.57
CO0700;0000088910;D008;6.07
CO0700;0000139258;D635;17.88
CO0700;0000211306;D008;7
CO0700;0000294745;D419;11.5
CO0700;0000300664;D008;13
CO0700;0000300691;D635;14.94
CO0700;0000301699;D018;9
CO0700;0000301952;D008;7
CO0700;0000390351;D019;20
CO0700;0000436573;D635;7.56
CO0700;0002036838;D404;6.99
CO0700;0000088040;D105;9.86
CO0700;0000263266;D110;24.16
CO0700;0000402662;D105;10.76
CO0700;0000403311;D105;2
CO0700;0000424486;D105;14.28
CO0700;0000438003;D105;13.83
CO0700;0000438003;D114;10
CO0700;0000461245;D201;20.29
CO0700;0000104054;D445;24.4
CO0700;0000150005;D102;15.6
CO0700;0000251783;D445;7.77
CO0700;0000253905;D445;13
CO0700;0000299859;D411;13
CO0700;0000301393;D445;5.6
CO0700;0000301882;D102;1
CO0700;0000302047;D416;36
CO0700;0000302047;D445;40
CO0700;0000302344;D445;8.84
CO0700;0000302402;D445;9.24
CO0700;0000457694;D445;9.82
CO0700;0000458860;D445;15.51
CO0700;0000464574;D416;13.5
CO0700;0000503618;D102;36
CO0700;0000503647;D102;12.66
CO0700;0000504085;D102;25
CO0700;0000505081;D411;4
CO0700;0000505297;D220;20
CO0700;0002036692;D220;17.53
CO0700;0002037390;D102;10.5
CO0700;0000033147;D034;10
CO0700;0000300408;D214;2.69
CO0700;0000301361;D214;23
CO0700;0000427126;D044;28
CO0700;0000427126;D214;21
CO0700;0000500466;D210;8.8
CO0700;0000501155;D210;6.98
CO0700;0000599108;D044;22.45
CO0700;0000253127;D128;22.09
CO0700;0000269310;D128;25.33
CO0700;0000290870;D128;14.15
CO0700;0000294469;D128;28
CO0700;0000295834;D128;22.63
CO0700;0000296461;D201;11.5
CO0700;0000297660;D201;7.48
CO0700;0000300554;D472;9.24
CO0700;0000300982;D201;21
CO0700;0000411110;D128;18.18
CO0700;0000416885;D108;21
CO0700;0000461520;D201;15
CO0700;0000501382;D201;11.65
CO0700;0000505012;D201;20
CO0700;0000115062;D411;1.62
CO0700;0000146556;D411;55
CO0700;0000199003;D411;12.21
CO0700;0000230139;D411;17.3
CO0700;0000232464;D411;10.2
CO0700;0000243756;D102;22.27
CO0700;0000253873;D411;24.8
CO0700;0000276738;D220;21.99
CO0700;0000296483;D212;8
CO0700;0000297275;D411;8.68
CO0700;0000299821;D411;11.17
CO0700;0000300054;D411;17.12
CO0700;0000300717;D220;24.11
CO0700;0000301077;D411;2.45
CO0700;0000301303;D220;24.46
CO0700;0000301876;D212;10.54
CO0700;0000301909;D411;6.55
CO0700;0000459146;D411;13.42
CO0700;0000500649;D411;2.4
CO0700;0000502492;D411;5.15
CO0700;0000504110;D213;7.06
CO0700;0000504110;D411;7
CO0700;0000504118;D109;18.12
CO0700;0000504285;D411;11.65
CO0700;0002037032;D411;12.8
CO0700;0002037310;D411;8.97
CO0700;0000299906;D213;28
CO0700;0000300958;D204;7.5
CO0700;0000465498;D213;6.51
CO0700;0000500260;D204;11.74
CO0700;0000500387;D204;22
CO0700;0000500730;D201;20
CO0700;0000500766;D204;12
CO0700;0000501117;D204;11
CO0700;0000501872;D213;9.5
CO0700;0000503111;D204;10.59
CO0700;0000045744;D424;21.39
CO0700;0000109433;D205;23.57
CO0700;0000121697;D424;20.53
CO0700;0000132786;D424;10
CO0700;0000214928;D424;18.9
CO0700;0000242687;D424;16
CO0700;0000259243;D424;11.72
CO0700;0000279509;D126;19
CO0700;0000283698;D424;4.39
CO0700;0000295966;D126;34.88
CO0700;0000299918;D205;18.5
CO0700;0000300056;D210;8.5
CO0700;0000300338;D100;10
CO0700;0000302323;D424;3
CO0700;0000404906;D110;6.03
CO0700;0000406028;D100;6
CO0700;0000455364;D424;10.16
CO0700;0000456550;D126;18.23
CO0700;0000459553;D126;12
CO0700;0000461674;D424;4.81
CO0700;0000500676;D100;14.05
CO0700;0000500799;D100;16
CO0700;0000502523;D205;10
CO0700;0000503305;D100;12.92
CO0700;0000503484;D100;8.05
CO0700;0000504168;D100;5.7
CO0700;0002036657;D126;12
CO0700;0002036679;D424;11.3
CO0700;0002037006;D126;12.47
CO0700;0002037023;D508;27.41
CO0700;0002037541;D205;6.85
CO0700;0000235826;D112;53.73
CO0700;0000235826;D143;20.29
CO0700;0000295295;D114;7.74
CO0700;0000297594;D112;9.23
CO0700;0000297891;D143;27
CO0700;0000300485;D112;14
CO0700;0000300887;D112;25.38
CO0700;0000301307;D143;11.36
CO0700;0000301308;D143;9.47
CO0700;0000407370;D112;13
CO0700;0000407601;D112;16
CO0700;0000407612;D112;8
CO0700;0000424079;D112;17.5
CO0700;0000435078;D112;12
CO0700;0000457408;D114;7.87
CO0700;0000465784;D114;11.79
CO0700;0002036927;D114;20.85
CO0700;0000088853;D464;20
CO0700;0000295230;D202;14
CO0700;0000295691;D464;13.86
CO0700;0000297572;D106;30
CO0700;0000302321;D202;50
CO0700;0000302321;D464;16
CO0700;0000302527;D212;24
CO0700;0000459289;D212;7.85
CO0700;0000461872;D202;20
CO0700;0002036870;D202;4
CO0700;0000033821;D632;1.45
CO0700;0000033840;D632;6.13
CO0700;0000034179;D037;14
CO0700;0000088482;D037;10
CO0700;0000136252;D405;10
CO0700;0000231719;D405;15
CO0700;0000233193;D020;16.63
CO0700;0000250154;D402;15
CO0700;0000284028;D633;4
CO0700;0000285249;D405;17
CO0700;0000299883;D020;8.5
CO0700;0000300356;D405;5
CO0700;0000301622;D632;13.8
CO0700;0000302060;D632;7.27
CO0700;0000391454;D632;8.11
CO0700;0000391638;D037;15
CO0700;0000392608;D632;8.53
CO0700;0002037283;D037;5
CO0700;0002037511;D006;7
CO0700;0000119583;D440;4.2
CO0700;0000149156;D439;14.11
CO0700;0000241496;D442;2
CO0700;0000243212;D439;11.32
CO0700;0000243683;D439;10.21
CO0700;0000286635;D440;4.79
CO0700;0000286756;D442;14.4
CO0700;0000290244;D442;10.22
CO0700;0000290805;D439;11.89
CO0700;0000291146;D157;29.61
CO0700;0000293897;D442;7.07
CO0700;0000295614;D439;8
CO0700;0000297947;D439;7.36
CO0700;0000300736;D442;8.51
CO0700;0000301147;D442;30.25
CO0700;0000301298;D439;5
CO0700;0000301322;D115;7.64
CO0700;0000301340;D439;10.14
CO0700;0000302322;D440;9.55
CO0700;0000302345;D157;5
CO0700;0000122741;D217;3.56
CO0700;0000183298;D217;36.56
CO0700;0000183298;D456;10
CO0700;0000231524;D462;11.89
CO0700;0000284314;D462;11.3
CO0700;0000291806;D223;9
CO0700;0000295086;D217;8.16
CO0700;0000300041;D217;8
CO0700;0000300892;D216;14.41
CO0700;0000302195;D456;20
CO0700;0000302506;D217;13.25
CO0700;0000500618;D472;16.88
CO0700;0000503321;D217;29.81
CO0700;0000504217;D217;6
CO0700;0000504954;D217;16.49
CO0700;0002036992;D456;15.02
CO0700;0000111733;D490;6
CO0700;0000243245;D490;14
CO0700;0000243537;D419;16.15
CO0700;0000265609;D272;23.09
CO0700;0000290068;D119;26.95
CO0700;0000291080;D119;4
CO0700;0000297209;D419;2.31
CO0700;0000299954;D490;5.91
CO0700;0000300719;D490;5.35
CO0700;0000302463;D490;8
CO0700;0000415125;D119;6
CO0700;0000415257;D119;7
CO0700;0000436166;D490;25.4
CO0700;0000436870;D490;5
CO0700;0000437757;D490;3
CO0700;0000102856;D472;27.33
CO0700;0000232212;D104;10.59
CO0700;0000263200;D472;8.29
CO0700;0000297484;D222;6.07
CO0700;0000300474;D209;16.49
CO0700;0000300661;D472;17
CO0700;0000301312;D222;13.59
CO0700;0000301718;D104;7.43
CO0700;0000391705;D632;44.03
CO0700;0000432560;D126;12.07
CO0700;0000458794;D104;20
CO0700;0000462165;D472;5.96
CO0700;0000462198;D104;63.62
CO0700;0000462220;D104;27.53
CO0700;0000462231;D104;3.43
CO0700;0000463089;D104;10.95
CO0700;0000503298;D209;8.7
CO0700;0000503633;D104;8.84
CO0700;0000504166;D209;29.92
CO0700;0000504205;D217;23.18
CO0700;0000504254;D226;16
CO0700;0000504313;D222;18.27
CO0700;0000504318;D222;10
CO0700;0002036952;D222;10.2
CO0700;0000301436;D644;10
CO0700;0000302521;D641;11.05
CO0700;0000390071;D641;12.38
CO0700;0000390081;D641;3
CO0700;0000390516;D641;13
CO0700;0000390544;D644;32.21
CO0700;0000390970;D644;18
CO0700;0000392047;D643;13.98
CO0700;0000392135;D644;32.98
CO0700;0000392236;D641;24.47
CO0700;0000392678;D641;9.26
CO0700;0000393313;D645;55.91
CO0700;0002036756;D641;2
CO0700;0002036929;D642;20.09
CO0700;0002036940;D644;20
CO0700;0000301022;D653;26.76
CO0700;0000390091;D642;16.29
CO0700;0000390664;D642;5.77
CO0700;0000391024;D642;6.11
CO0700;0000391284;D642;9.78
CO0700;0000391325;D653;18.89
CO0700;0000391488;D642;21.09
CO0700;0000391745;D642;18.21
CO0700;0000391815;D642;18.69
CO0700;0000391899;D642;11.93
CO0700;0000391987;D646;12.92
CO0700;0000392030;D283;9.25
CO0700;0000392032;D642;37.92
CO0700;0000392178;D653;19.43
CO0700;0000392225;D656;64.52
CO0700;0000392745;D653;39.79
CO0700;0000392801;D642;9.95
CO0700;0000392813;D642;8.95
CO0700;0000392833;D281;23.34
CO0700;0000392837;D653;13.1
CO0700;0000392861;D642;30.45
CO0700;0000392950;D646;17.36
CO0700;0000393028;D653;56.24
CO0700;0000394147;D642;19
CO0700;0002036481;D283;9.72
CO0700;0002036677;D642;29.71
CO0700;0002036869;D642;8.54
CO0700;0002036980;D642;12.11
CO0700;0002037461;D642;3.23
CO0700;0000107132;D157;25
CO0700;0000113231;D426;14.41
CO0700;0000116359;D426;15
CO0700;0000117777;D435;30.45
CO0700;0000281300;D435;23.71
CO0700;0000282499;D272;15
CO0700;0000287053;D405;9.72
CO0700;0000287086;D426;16.47
CO0700;0000288087;D157;6
CO0700;0000290211;D426;20
CO0700;0000291399;D435;9
CO0700;0000300365;D435;19.27
CO0700;0000300465;D441;18.72
CO0700;0000300549;D405;5
CO0700;0000300714;D426;18
CO0700;0000301250;D652;10
CO0700;0000302068;D271;6.65
CO0700;0000390090;D652;14
CO0700;0000391274;D441;16
CO0700;0000391487;D665;22.15
CO0700;0000391634;D441;15
CO0700;0000391988;D654;17
CO0700;0000392251;D654;19.68
CO0700;0000392976;D652;25
